main_food_group	company_name	product_name	brand_name	product_weight
Cereal	Unifood International (S) Pte Ltd	LESOY Instant Nutritious Soya Oat Drink	LESOY	35g x 12 sachets
Cereal	Leong Guan Food Manufacturer Pte Ltd	LG Wholemeal noodle	LG	420g
Cereal	Lim Kee Food Manufacturing Pte Ltd	Lim Kee Mango Custard Pau	Lim Kee	70g
Cereal	Lim Kee Food Manufacturing Pte Ltd	Lim Kee Orange Custard Pau	Lim Kee	70g
Cereal	Lim Kee Food Manufacturing Pte Ltd	Lim Kee Pumpkin Pau	Lim Kee	70g
Cereal	Lim Kee Food Manufacturing Pte Ltd	Lim Kee Salted Tau Sar Pau	Lim Kee	70g
Cereal	Everlasting Food Industries Sdn Bhd	LOVE HOME Beauty & Health - Perfect 10	Love HOME	850g
Cereal	Xuite Technologies Pte Ltd	Lugu Rice Mixed Grains	Lugu	1kg
Cereal	Munchy Food Industries Sdn Bhd	Munchy's Oat Krunch Chia Seed	Munchy's	156g
Cereal	Munchy Food Industries Sdn Bhd	Munchy's Oat Krunch Chunky Organic Hazelnut	Munchy's	156g
Cereal	Munchy Food Industries Sdn Bhd	Munchy's Oat Krunch Sampling pack	Munchy's	52g
Cereal	Munchy Food Industries Sdn Bhd	Munchy's Oat Krunch Strawberry & Blackcurrant	Munchy's	156g
Cereal	Lam Soon Singapore Pte Ltd	Naturel Organic 100% Hom Mali Brown Rice	Naturel	2kg
Cereal	Lam Soon Singapore Pte Ltd	Naturel Organic 100% Hom Mali Brown Rice	Naturel	750g
Cereal	Lam Soon Singapore Pte Ltd	Naturel Organic Hom Mali Mixed Brown and Red Rice	Naturel	2kg
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Cookie Crisp Cereal	Nestle	180g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Cookie Crisp Cereal	Nestle	330g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle KOKO KRUNCH Chocolate Flavoured Wheat Curls Breakfast Cereal	Nestle	170g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Multi Grain Cheerios Cereal	Nestle	300g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Nestum 3 in 1 Oat Cereal Drink - Low Fat	Nestle	20 x 30g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Nestum 3 in 1 Original Cereal Drink - Low Fat	Nestle	20 x 26g
Cereal	Nestlé Singapore (Pte) Ltd	NESTLE Nestum 3in1 Original	Nestle	18 x 28g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle NESTUM 3in1 Orignal (New Recipe)	Nestle	28g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle NESTUM 3in1 Orignal (New Recipe)	Nestle	18 x 28g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Nestum All Family Cereal Original	Nestle	250g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle Nestum All Family Cereal Original	Nestle	450g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle NESTUM Multi-Grain Cereal	Nestle	250g
Cereal	Nestlé Singapore (Pte) Ltd	Nestle NESTUM Multi-Grain Cereal	Nestle	450g
Cereal	Nestlé Singapore (Pte) Ltd	NESTUM 3in1 Oats	Nestum	18 x 30g
Cereal	Goh Joo Hin Pte Ltd	New Moon Premium Fragrant Brown Rice	New Moon	2kg
Cereal	Goh Joo Hin Pte Ltd	New Moon Premium Fragrant Brown Rice	New Moon	500g
Cereal	Goh Joo Hin Pte Ltd	New Moon Premium Red Cargo Rice	New Moon	2kg
Cereal	Goh Joo Hin Pte Ltd	New Moon Premium Red Cargo Rice	New Moon	500g
Cereal	Goh Joo Hin Pte Ltd	New Moon Rice Bran Oil	New Moon	1.8L
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Black Sesame Bun	New Moon	270g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Brown Rice Mini Mantou	New Moon	180g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Mushroom Bun	New Moon	270g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Original Mini Mantou	New Moon	180g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Pandan Lotus Bun	New Moon	270g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Pumpkin Mini Mantou	New Moon	180g
Cereal	Goh Joo Hin Pte Ltd	New Moon Wholemeal Red Bean Bun	New Moon	270g
Cereal	Nick Vina Artisan Bakery Pte Ltd	Nick Vina 4 Grain Spelt loaf	Nick Vina	500g
Cereal	Nick Vina Artisan Bakery Pte Ltd	Nick Vina Roggenbrot Rye Bread	Nick Vina	500g
Cereal	Nick Vina Artisan Bakery Pte Ltd	Nick Vina Volkorn Whole Grain Bread	Nick Vina	380g
Cereal	Nick Vina Artisan Bakery Pte Ltd	Nick Vina Walnut Loaf	Nick Vina	460g
Cereal	Nick Vina Artisan Bakery Pte Ltd	Nick Vina Wholemeal Loaf	Nick Vina	500g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (Chocolate Flavor)	NutriBrownrice	8 x 35 g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (Honey Flavor)	NutriBrownrice	8 x 35 g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (Oat with Soy Lecithin)	NutriBrownrice	8 x 35 g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (Original - No Sugar Added)	NutriBrownrice	8 x 35 g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (Original Flavor)	NutriBrownrice	8 x 35 g
Cereal	Abrand Pte Ltd	NutriBrownRice™ Brown Rice Instant Beverage (With Inulin - No Sugar Added)	NutriBrownrice	8 x 35 g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Chunky Hazelnut ®	Munchy's	416g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Chunky Hazelnut ®	Munchy's	156g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Chunky Hazelnut ®	Munchy's	208g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Strawberry & Blackcurrant ®	Munchy's	156g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Strawberry & Blackcurrant ®	Munchy's	208g
Cereal	Munchy Food Industries Sdn Bhd	Oat Krunch Strawberry & Blackcurrant ®	Munchy's	416g
Cereal	Kian Eng Hang Food Industries Importer & Exporter Pte Ltd	Onlyone Vegetable Brittle	Onlyone	36g
Cereal	Kian Eng Hang Food Industries Importer & Exporter Pte Ltd	Onlyone Vegetable Brittle	Onlyone	36g x 10 packs
Cereal	Seven Stars Bird's Nest	Organic Grains and Seeds (Seven Stars Bird's Nest)	Seven Stars Bird's Nest	500g
Cereal	Seven Stars Bird's Nest	Organic Oat Cereal (Seven Stars Birds Nest)	Seven Stars Bird's Nest	500g
Cereal	Origins Healthcare Pte Ltd	Origins- Raw Oat Bran	Origins	500g
Cereal	Origins Healthcare Pte Ltd	Origins- Raw Organic Hulled Millet	Origins	1kg
Cereal	Origins Healthcare Pte Ltd	Origins- Raw Premium Oat Bran	Origins	500g
Cereal	Origins Healthcare Pte Ltd	Origins- Rolled Oats	Origins	500g
Cereal	Yamadayakome Pte Ltd	Orihimé Genmai Premium Japonica Brown Rice	Orihimé Genmai	1kg
Cereal	Owl International Pte Ltd	Owl 4-in-1 Instant Oat Soy Cereal	Owl	35g x 15 sachets
Cereal	Owl International Pte Ltd	Owl 6-in-1 Instant Grain Soy Cereal	Owl	35g x 15 sachets
Cereal	Owl International Pte Ltd	Owl nutrifield soy banana oats soy cereal	Owl	525g
Cereal	Owl International Pte Ltd	Owl nutrifield soy multigrain soy cereal	Owl	525g
Cereal	Kin Yan Agrotech Pte Ltd	P&L Complete Nutrimix 22	P&L	0.75 kg
Cereal	Hong Lian Gim Kee	PaddyKing Premium Thai Brown Fragrant Rice	PaddyKing	1kg
Cereal	Hong Lian Gim Kee	PaddyKing Premium Thai Brown Fragrant Rice	PaddyKing	2.5kg
Cereal	Hong Lian Gim Kee	PaddyKing Premium Thai Mixed Jasmine Rice	PaddyKing	2.5kg
Cereal	Hong Lian Gim Kee	PaddyKing Red Cargo Rice	PaddyKing	1kg
Cereal	Chye Choon Foods Pte Ltd	Peacock Brand Brown Rice Vermicelli	Peacock Brand	1kg
Cereal	Polar Puffs & Cakes Pte Ltd	Polar 8-Grains Bread	Polar	448g
Cereal	Polar Puffs & Cakes Pte Ltd	Polar Wholegrain Sugar Roll	Polar	80g
Cereal	Polar Puffs & Cakes Pte Ltd	Polar Wholemeal Oats Bread	Polar	462g
Cereal	Pomefresh Pte Ltd	PomeFresh Instant Otrimix Cereal Mix	Pomefresh	384g
Cereal	Pomefresh Pte Ltd	PomeFresh Quickcook Otrimix Cereal Mix	Pomefresh	336g
Cereal	Prima Food Pte Ltd	Prima Deli Soft Wholemeal Bread	Prima Deli	0.4kg
Cereal	Prima Limited	Prima Flour Superfine Wholegrain Flour Unbleached	Prima Flour	500g
Cereal	Prima Limited	Prima Flour Wholegrain Flour Unbleached	Prima Flour	500g
Cereal	Pepsico International Pte Ltd	Quaker Instant Oatmeal Smooth & Creamy	Quaker	800g
Cereal	Pepsico International Pte Ltd	Quaker Quickcook Oatmeal Hearty Supreme	Quaker	800g
Cereal	Pepsico International Pte Ltd	Quaker Whole Rolled Oats	Quaker	800g
Cereal	Jia Jia Wang Trading	Sakura Plus Brown Rice Flat Hokkien Noodle	Sakura	400g
Cereal	Jia Jia Wang Trading	Sakura Plus Brown Rice Ipoh Kway Teow	Sakura	40g
Cereal	Jia Jia Wang Trading	Sakura Plus Brown Rice Laksa Bee Hoon	Sakura	400g
Cereal	Jia Jia Wang Trading	Sakura Plus Brown Rice Round Hokkien Noodle	Sakura	400g
Cereal	Jia Jia Wang Trading	Sakura Soft Flaxseed Bread	Sakura	180g
Cereal	Jia Jia Wang Trading	Sakura Soft Wholemeal Bread	Sakura	300g
Cereal	Sanitarium Health & Wellbeing Company	Sanitarium Instant Oats	Sanitarium	900g
Cereal	Sanitarium Health & Wellbeing Company	Sanitarium Quick Cook Oats	Sanitarium	900g
Cereal	Sanitarium Health & Wellbeing Company	Sanitarium Rolled Oats	Sanitarium	900g
Cereal	Sanitarium Health & Wellbeing Company	Sanitarium Weet-Bix	Sanitarium	375g
Cereal	Sanitarium Health & Wellbeing Company	Sanitarium Weet-Bix	Sanitarium	750g
Cereal	Sinhua Hock Kee Trading Pte Ltd	Sanwa Soda Bisuit	Sanwa	210g
Cereal	Sinhua Hock Kee Trading Pte Ltd	Sanwa Soda Bisuit	Sanwa	380g
Cereal	Silver Bird Foods (S) Pte Ltd	Shop N Save Hi Fibre Wholemeal Bread	Shop N Save	600g
Cereal	Silver Bird Foods (S) Pte Ltd	Silver Bird Harmoni 12 Grain Wholemeal Bread	Silver Bird	400g
Cereal	Silver Bird Foods (S) Pte Ltd	Silver Bird Harmoni High Grain Wholemeal Bread	Silver Bird	400g
Cereal	Silver Bird Foods (S) Pte Ltd	Silver Bird Harmoni Whole-Grain White Sandwich Bread	Silver Bird	400g
Cereal	Tong Seng Produce Pte Ltd	Songhe Jasmine Brown Rice	Songhe	1kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Brown Rice	Songhe	1kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Brown Rice	Songhe	2.5kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Brown Rice	Songhe	5kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Red Rice	Songhe	1kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Red Rice	Songhe	2.5kg
Cereal	Tong Seng Produce Pte Ltd	Songhe Noble Red Rice	Songhe	5kg
Cereal	Soon Seng Food Industry Pte Ltd	Soon Seng Kway Teow	Soon eng	3Kg
Cereal	Style Food Products Sdn Bhd	Style Food Burger Bun / Roti Burger Kosong	Style Food	252g
Cereal	Style Food Products Sdn Bhd	Style Food Cream Bun / Roti Krim	Style Food	50g
Cereal	Style Food Products Sdn Bhd	Style Food Hotdog Bun / Roti Sosej Kosong	Style Food	252g
Cereal	Style Food Products Sdn Bhd	Style Food Red Bean Bun / Roti Kacang Merah	Style Food	50g
Cereal	Gardenia Foods (S) Pte Ltd	Sunny 1 Wholemeal Bread	Sunny 1	500g
Cereal	Sunshine Bakeries	Sunshine Caramel Choc Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Classic Wholemeal Bread	Sunshine	550g
Cereal	Sunshine Bakeries	Sunshine Cocoa Choc Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Cocoa Hazelnut Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Coconut Choc Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Cookies & Cream Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Enriched Blueberry Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Enriched Cheese Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Enriched Soft Grain Wholemeal Bread	Sunshine	400g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Gourmet Hamburger Buns -R	Sunshine	240g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Gourmet Hot Dog Rolls - R	Sunshine	240g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Sprouted White Bread	Sunshine	400g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Sprouted Wholemeal Bread	Sunshine	360g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Sprouted Wholemeal Bread	Sunshine	550g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Wholemeal Hamburger Buns - Food Service Pack	Sunshine	55g
Cereal	Sunshine Bakeries	Sunshine Extra Fine Wholemeal Hotdog Rolls - Food Service Pack	Sunshine	55g
Cereal	Sunshine Bakeries	Sunshine Mocha Choc Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Multigrain Bread	Sunshine	320g
Cereal	Sunshine Bakeries	Sunshine Raspberry Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine Smart-Carb Low G.I. Bread	Sunshine	360g
Cereal	Sunshine Bakeries	Sunshine Soft Grain Wholemeal Bread	Sunshine	550g
Cereal	Sunshine Bakeries	Sunshine Softmeal Bread	Sunshine	400g
Cereal	Sunshine Bakeries	Sunshine Strawberry Wholemeal Cream Roll	Sunshine	65g
Cereal	Sunshine Bakeries	Sunshine U.S. Premium Potato Wholemeal Burger Buns	Sunshine	240g
Cereal	Sunshine Bakeries	Sunshine U.S. Premium Potato Wholemeal Hot Dog Rolls	Sunshine	240g
Cereal	Sunshine Bakeries	Sunshine Vanilla Wholemeal Cream Roll	Sunshine	65g
Cereal	Gardenia Foods (S) Pte Ltd	Super Fine & Soft 14 Grains Loaf	Nil	300g
Cereal	Super Coffee Corporation Pte Ltd	Super-NutreMill 3 in 1 Original Cereal	Super-NutreMill	30g x 20 sachets
Cereal	Super Coffee Corporation Pte Ltd	Super-NutreMill 3 in 1 Original Reduced Sugar Cereal	Super-NutreMill	27g x 20 sachets
Cereal	Super Coffee Corporation Pte Ltd	Super-NutreMill 4 in 1 Cereal with Brown Rice	Super-NutreMill	30g x 20 sachets
Cereal	Super Coffee Corporation Pte Ltd	Super-NutreMill 4 in 1 Cereal with Oat	Super-NutreMill	35g x 20 sachets
Cereal	Silver Bird Foods (S) Pte Ltd	Sure Value Wholemeal Bread	Sure Value	600g
Cereal	Silver Bird Foods (S) Pte Ltd	Sure Value Wholemeal Bread - R2015	Sure Value	600g
Cereal	The Olive Seed	The Olive Seed Organic Instant Oats	The Olive Seed	500g
Cereal	Haoneng (S) Pte Ltd	Unichoice Multigrains Instant Mix	Unichoice	800g
Cereal	Unifood International (S) Pte Ltd	UNISOY Instant Nutritious Soya Oatmeal	UNISOY	40g x 12 sachets
Cereal	Chye Choon Foods Pte Ltd	Vita California Calrose Brown Rice	Vita California	2kg
Cereal	Staple Food Industries Sdn. Bhd.	Vitagrains	Nil	500g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Oatmeal	Vitamax	900g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Black Rice Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Brown Rice Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Carrot Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Chocolate Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Original Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Instant Wholegrains Pumpkin Cereal Beverage	Vitamax	600g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Quick Cook Oatmeal	Vitamax	900g
Cereal	Tastyfood Industries (S) Pte Ltd	Vitamax Wholegrains Red Dates Cereal	Vitamax	600g
Cereal	Xuite Technologies Pte Ltd	Wild Buckwheat Noodles	Wild	300g
Cereal	Yamadaya Intl	Yamadaya Rice	Yamadaya	1kg
Cereal	Yes Natural Trading Pte Ltd	Yin-Chuan Organic 10 Grain Rice	Yin-Chuan	900g
Cereal	Yes Natural Trading Pte Ltd	Yin-Chuan Organic Brown Rice	Yin-Chuan	1.5kg
Cereal	Everlasting Food Industries Sdn Bhd	Yoji Natural Black Rice Powder	Yoji	300g
Cereal	Everlasting Food Industries Sdn Bhd	Yoji Natural Red Rice Powder	Yoji	300g
Cereal	Everlasting Food Industries Sdn Bhd	Yoji Organic Millet Powder	Yoji	300g
Cereal	Hong Lian Gim Kee	YPK Mixed Brown Rice	YPK	2.5kg
Crisps	Singapore Houten Pte Ltd	Batak House Brand Cassava Chips Original Tapioca	Batak House Brand	40g
Crisps	Singapore Houten Pte Ltd	Batak House Brand Chilli Tapioca Chips	Batak House Brand	35g
Crisps	Singapore Houten Pte Ltd	Batak House Brand Popcorn Gourmet classic drizzle	Batak House Brand	50g
Crisps	Singapore Houten Pte Ltd	Batak House Brand Seaweed Rings	Batak House Brand	25g
Crisps	ledrink (Singapore) Pte Ltd	BRICE ROFL Brown Rice Snack - Cheese	Brice ROFL	24 x 55 g
Crisps	ledrink (Singapore) Pte Ltd	BRICE ROFL Brown Rice Snack - Chocolate	Brice ROFL	24 x 55 g
Crisps	ledrink (Singapore) Pte Ltd	BRICE ROFL Brown Rice Snack - Hot&Spicy	Brice ROFL	24 x 55 g
Crisps	ledrink (Singapore) Pte Ltd	Brice ROFL Brown Rice Snack - Mixed Berries	BRICE ROFL	50g
Crisps	ledrink (Singapore) Pte Ltd	BRICE ROFL Brown Rice Snack - Onion	Brice ROFL	24 x 55 g
Crisps	ledrink (Singapore) Pte Ltd	BRICE ROFL Brown Rice Snack - Strawberry	BRICE ROFL	50g
Crisps	Seng Hua Hng Foodstuff Pte Ltd	Cassava Chips Original	Cassava	150g
Crisps	Kian Eng Hang Food Industries Importer & Exporter Pte Ltd	Chomp Chomp Fish Cracker - BBQ Flavoured	Chomp Chomp	20g
Crisps	Chui Hiang (Pte) Ltd	Chui Hiang Crab Cracker	Chui Hiang	40g
Crisps	Chui Hiang (Pte) Ltd	Chui Hiang Prawn Cracker	Chui Hiang	40g
Crisps	Chui Hiang (Pte) Ltd	Combe Prawn Crackers	Combe	20g
Crisps	Chui Hiang (Pte) Ltd	Combe Snack - BBQ Chicken & Cheese Flavour	Combe	25g
Crisps	Chui Hiang (Pte) Ltd	Combe Snack - Sweet Corn Flavour	Combe	25g
Crisps	Chui Hiang (Pte) Ltd	Combe Snack - Tomato Chilli Flavour	Combe	25g
Crisps	Field Catering & Supplies Pte Ltd	Double Decker Mini Prawn Cracker	Double Decker	15g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Banana Chips with Real Strawberry Powder	Greenday	42g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Broccoli Chips	Greenday	35g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Broccoli Chips and Mixed Veggies Chips & Rice Snack	Greenday	60g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Crispy Peach	Greenday	12g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Crispy Strawberry	Greenday	12g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Durian Chips & Rice Snack	Greenday	60g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Jackfruit Chips	Greenday	40g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Mixed Fruit Chips & Rice Snack	Greenday	60g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Mixed Fruit Chips 55g	Greenday	55g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Pineapple Chips	Greenday	40g
Crisps	Aussie Health Ecogreen Pte Ltd	Greenday - Taro Chips	Greenday	55g
Crisps	SG Gryphon Pte Ltd	Hae Hae Prawn Crackers Mexican Chilli	Hae Hae	20g
Crisps	SG Gryphon Pte Ltd	Hae Hae Prawn Crackers Original	Hae Hae	20g
Crisps	Chui Hiang (Pte) Ltd	Happy Prawn Fries	Happy	12g
Crisps	Jose Food Pte Ltd	JoseFood Cassato Crackers - Cheese Burger Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Cassato Crackers - Cheese Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Cassato Crackers - Roasted Chicken Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Cassato Crackers - Seaweed Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Corn Crunch Sour Cream & Onion	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Del Santos Cassava Chips - Balado Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Del Santos Cassava Chips - BBQ Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Del Santos Cassava Chips - Cheese Burger Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Del Santos Cassava Chips - Seaweed Flavour	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Drumstick Snack - BBQ Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - Balado Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - BBQ Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - Black Pepper Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - Cheese Burger Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - Original Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Cassava Chips - Seaweed Flavour	Josefood	50g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Taro Chips - Black Pepper Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Taro Chips - Hot & Spicy Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Taro Chips - Original Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Maxi Taro Chips - Sour Cream Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	JoseFood Oven Baked Cheese Balls	Josefood	25g
Crisps	Jose Food Pte Ltd	JoseFood Oven Baked Potato Sticks - BBQ Flavour	Josefood	20g
Crisps	Jose Food Pte Ltd	Juz Snack Potato Tube Tomato Pizza	Juz Snack	25g
Crisps	Jose Food Pte Ltd	Juz Snack Potato Tubes - BBQ Flavour	Juz Snack	25g
Crisps	Jose Food Pte Ltd	Juz Snack Shrimp Crackers Chilli + Lime	Juz Snack	40g
Crisps	Jose Food Pte Ltd	Juz Snack Shrimp Crackers Original	Juz Snack	40g
Crisps	Jose Food Pte Ltd	Juz Snack Shrimp Crackers Seaweed	Juz Snack	40g
Crisps	Jose Food Pte Ltd	Juz Snack Shrimp Crackers Tomato Pizza	Juz Snack	20g
Crisps	Jose Food Pte Ltd	Juz Snack Shrimp Crackers Tomato Pizza	Juz Snack	40g
Crisps	Ledrink (Singapore) Pte Ltd	LOL Brown Rice Rings - Cheese Flavour	LOL	15g
Crisps	Ledrink (Singapore) Pte Ltd	LOL Brown Rice Rings - Chocolate Flavour	LOL	15g
Crisps	Ledrink (Singapore) Pte Ltd	LOL Brown Rice Rings - Hot & Spicy Flavour	LOL	15g
Crisps	Ledrink (Singapore) Pte Ltd	LOL Brown Rice Rings - Onion Flavour	LOL	15g
Crisps	Ledrink (Singapore) Pte Ltd	LOL Brown Rice Rings - Tomato Flavour	LOL	15g
Crisps	Kian Eng Hang Food Industries Importer & Exporter Pte Ltd	Maxi Cassava Chips - Balado	Maxi Cassava	50g
Crisps	Kian Eng Hang Food Industries Importer & Exporter Pte Ltd	Maxi Cassava Chips - BBQ	Maxi Cassava	50g
Crisps	Meiji Seika (S) Pte. Ltd	Meiji Sesame stick cracker	Meiji	20g
Crisps	Meiji Seika (S) Pte. Ltd	Meiji Sesame stick cracker	Meiji	200g
Crisps	Wave Enterprise	Monde Pola Snack Balado Chilli (contains 10% whole grains)	Monde Pola Snack	10 x 15g
Crisps	Wave Enterprise	Monde Pola Snack Balado Chilli (contains 10% whole grains)	Monde Pola Snack	15g
Crisps	Wave Enterprise	Monde Pola Snack Balado Chilli Mini Box (contains 10% whole grains)	Monde Pola Snack	35g
Crisps	Wave Enterprise	Monde Pola Snack Balado Chilli Pyramid (contains 10% whole grains)	Monde Pola Snack	7 x 15g
Crisps	Wave Enterprise	Monde Pola Snack Original (contains 10% whole grains)	Monde Pola Snack	15g
Crisps	Wave Enterprise	Monde Pola Snack Original (contains 10% whole grains)	Monde Pola Snack	10 x 15g
Crisps	Wave Enterprise	Monde Pola Snack Original Minibox (contains 10% whole grains)	Monde Pola Snack	35g
Crisps	Wave Enterprise	Monde Pola Snack Original Pyramid (contains 10% whole grains)	Monde Pola Snack	7 x 15g
Crisps	Wave Enterprise	Monde Pola Snack Seaweed (contains 10% whole grains)	Monde Pola Snack	10 x 15g
Crisps	Wave Enterprise	Monde Pola Snack Seaweed (contains 10% whole grains)	Monde Pola Snack	15g
Crisps	Wave Enterprise	Monde Pola Snack Seaweed Mini Box (contains 10% whole grains)	Monde Pola Snack	35g
Crisps	Wave Enterprise	Monde Pola Snack Seaweed Pyramid (contains 10% whole grains)	Monde Pola Snack	7 x 15g
Crisps	Wave Enterprise	Monde Potato Boro Cartoon Mini Series	Monde Potato Boro	20g
Crisps	Bonny Enterprise	Oh'yea! Seaweed Sandwich Sesame Flavour	Oh'yea!	4g
Crisps	Bonny Enterprise	Oishi Bread Pan (Cheese & Onion Flavour)	Oishi	24g
Crisps	Bonny Enterprise	Oishi Choco Plunge Choco Coated Corn Flakes	Oishi	30g
Crisps	Bonny Enterprise	Oishi Crispy Corn Snack	Oishi	25g
Crisps	Bonny Enterprise	Oishi Crispy Patata	Oishi	28g
Crisps	Bonny Enterprise	Oishi Jabba Cheese Flavoured Potato Sticks	Oishi	20g
Crisps	Bonny Enterprise	Oishi Jabba Pizza Flavoured Potato Sticks	Oishi	20g
Crisps	Bonny Enterprise	Oishi Kirei Yummy Flakes (Shrimp Flavor)	Oishi	20g
Crisps	Bonny Enterprise	Oishi Oheya Multi Grain Snack (BBQ Flavor)	Oishi	20g
